system:index,B11,B12,B5,B6,B7,B8,Blue,Green,Red,SR_ATMOS_OPACITY,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,ST_CDIST,cirrus_conf,class,cloud_conf,cloudshad_conf,date,dialated_cloud,mission,snowice_conf,system:time_start,vol_init,.geo
00000000000000001435,NA,NA,0.0073225,-0.00153249999999999,-0.00178,NA,0.019285,0.01075999999999999,0.0080925,0.07200000000000001,0.01928499999999999,0.01075999999999999,0.0080925,0.0073225,-0.00153249999999999,-0.00178,14.04,0,openWater,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.12319461006628,46.769156544237596]}"
00000000000000001436,NA,NA,0.00569999999999998,0.00358249999999998,0.00603,NA,0.01166749999999999,0.01263,0.0022625,0.118,0.01166749999999999,0.01263,0.0022625,0.00569999999999998,0.00358249999999998,0.00603,19.29,0,openWater,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.32094682358449,46.83965493189258]}"
00000000000000001437,NA,NA,0.00710249999999998,0.00402249999999998,0.0022075,NA,0.02101749999999999,0.0104025,0.00778999999999999,0.078,0.02101749999999999,0.0104025,0.00778999999999999,0.00710249999999998,0.00402249999999998,0.0022075,22.33,0,openWater,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.25502793271141,46.7296355316009]}"
00000000000000001438,NA,NA,0.0067725,0.00110749999999998,-0.00186250000000001,NA,0.01393624999999999,0.0143625,0.00735,0.09,0.01393624999999999,0.0143625,0.00735,0.0067725,0.00110749999999998,-0.00186250000000001,19.63,0,openWater,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.3099595985888,46.64202311410281]}"
00000000000000001439,NA,NA,0.04705999999999999,0.00572749999999999,0.0016025,NA,0.05371500000000001,0.10745,0.1221625,0.194,0.05371500000000001,0.10745,0.1221625,0.04705999999999999,0.00572749999999999,0.0016025,15.39,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-92.02919722345224,46.71668184304065]}"
0000000000000000143a,NA,NA,0.0470875,0.00281249999999999,0.0016025,NA,0.05608000000000002,0.10280250000000002,0.1221625,0.193,0.05608000000000002,0.10280250000000002,0.1221625,0.0470875,0.00281249999999999,0.0016025,15.81,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-92.02473366329774,46.71432743768442]}"
0000000000000000143b,NA,NA,0.02956999999999998,0.00575499999999998,0.00162999999999999,NA,0.05610749999999998,0.09348,0.09988750000000002,0.192,0.05610749999999998,0.09348,0.09988750000000002,0.02956999999999998,0.00575499999999998,0.00162999999999999,16.38,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-92.01701050027317,46.712797966023096]}"
0000000000000000143c,NA,NA,0.11645624999999998,0.1356925,0.11428375,NA,0.0510475,0.07578375000000001,0.09645,0.157,0.05104749999999999,0.07578375000000001,0.09645,0.11645624999999998,0.1356925,0.11428375,31.16,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.61462122121021,46.74656673830084]}"
0000000000000000143d,NA,NA,0.09715125,0.11843625,0.08975375000000002,NA,0.05103374999999999,0.06885374999999999,0.08179249999999999,0.157,0.05103374999999999,0.06885374999999999,0.08179249999999999,0.09715125,0.11843625,0.08975375000000002,31.19,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.61504929491136,46.74640621066292]}"
0000000000000000143e,NA,NA,0.18264875,0.16586,0.11838125,NA,0.05782625,0.08034875,0.09829249999999998,0.157,0.05782624999999999,0.08034875,0.09829249999999998,0.18264875,0.16586,0.11838125,31.13,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.6142778704291,46.74650876998714]}"
0000000000000000143f,NA,NA,0.01697499999999999,0.02043999999999998,0.0140325,NA,0.03652749999999999,0.05676749999999997,0.04078999999999999,0.173,0.03652749999999999,0.05676749999999997,0.04078999999999999,0.01697499999999999,0.02043999999999998,0.0140325,34.58,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.74991034717176,46.70935108090878]}"
00000000000000001440,NA,NA,0.04356750000000001,0.00911,0.005975,NA,0.03993749999999999,0.06191000000000002,0.05970999999999999,0.138,0.03993749999999999,0.06191000000000002,0.05970999999999998,0.04356750000000001,0.00911,0.005975,0.67,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.9429334522265,46.59093519333347]}"
00000000000000001441,NA,NA,0.0350425,0.00341749999999999,0.00190499999999999,NA,0.03773750000000001,0.066475,0.06336750000000002,0.138,0.03773750000000001,0.066475,0.06336750000000002,0.0350425,0.00341749999999999,0.00190499999999999,0.78,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94211743673372,46.590199441659664]}"
00000000000000001442,NA,NA,0.05212,0.00911,0.00190499999999999,NA,0.03773750000000001,0.06193749999999998,0.06699749999999999,0.138,0.03773750000000001,0.06193749999999998,0.06699749999999999,0.05212,0.00911,0.00190499999999999,0.79,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94271941537593,46.589757990655364]}"
00000000000000001443,NA,NA,0.11592000000000002,0.05775750000000002,0.03034000000000001,NA,0.0442825,0.07090249999999998,0.08869500000000002,0.141,0.0442825,0.07090249999999998,0.08869500000000002,0.11592000000000002,0.05775750000000002,0.03034,0.09,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94940806695611,46.600089727796195]}"
00000000000000001444,NA,NA,0.0904275,0.06347750000000002,0.06284499999999998,NA,0.04425499999999999,0.07544000000000001,0.08866750000000001,0.141,0.04425499999999999,0.07544000000000001,0.08866750000000001,0.0904275,0.06347750000000002,0.06284499999999998,0.08,0,lightNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94837801461276,46.59967949049928]}"
00000000000000001445,NA,NA,0.01208,-4.750000000000587e-5,-0.00249499999999999,NA,0.01909249999999998,0.0326225,0.02145749999999999,0.19,0.01909249999999998,0.0326225,0.02145749999999999,0.01208,-4.750000000000587e-5,-0.00249499999999999,17.89,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.99399262063528,46.710675433921665]}"
00000000000000001446,NA,NA,0.01647999999999999,-4.750000000000587e-5,0.00162999999999999,NA,0.02373999999999998,0.03735250000000001,0.0289375,0.189,0.02373999999999998,0.03735250000000001,0.0289375,0.01647999999999999,-4.750000000000587e-5,0.00162999999999999,17.62,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.99416652557638,46.714322978583375]}"
00000000000000001447,NA,NA,0.01645250000000001,0.00286749999999999,0.00162999999999999,NA,0.01903749999999998,0.03259499999999998,0.01763499999999998,0.19,0.01903749999999998,0.03259499999999998,0.01763499999999998,0.01645250000000001,0.00286749999999999,0.00162999999999999,17.93,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.99553546959977,46.708731265862355]}"
00000000000000001448,NA,NA,0.017525,0.00325249999999999,0.00179499999999999,NA,0.0260225,0.03890625,0.03399749999999998,0.156,0.0260225,0.03890625,0.03399749999999998,0.017525,0.00325249999999999,0.00179499999999999,31.18,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.61487538997027,46.7470973713262]}"
00000000000000001449,NA,NA,0.01645250000000001,0.00286749999999999,-0.00249499999999999,NA,0.02604999999999999,0.0420275,0.0289375,0.19,0.02604999999999999,0.04202749999999999,0.0289375,0.01645250000000001,0.00286749999999999,-0.00249499999999999,17.57,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.99605718442302,46.713319680846354]}"
0000000000000000144a,NA,NA,0.01205249999999999,0.00286749999999999,0.00162999999999999,NA,0.0237125,0.0420275,0.02519749999999998,0.19,0.02371249999999999,0.04202749999999999,0.02519749999999998,0.01205249999999999,0.00286749999999999,0.00162999999999999,17.66,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.99631581228412,46.711968573227146]}"
0000000000000000144b,NA,NA,0.060645,0.02054999999999998,0.005975,NA,0.01752499999999998,0.03003749999999999,0.02335499999999998,0.139,0.01752499999999998,0.03003749999999999,0.02335499999999998,0.060645,0.02054999999999998,0.005975,0.45,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94731228946098,46.591260707710376]}"
0000000000000000144c,NA,NA,0.0264625,0.00341749999999999,0.005975,NA,0.02426249999999999,0.03460250000000001,0.02698500000000001,0.139,0.02426249999999999,0.03460250000000001,0.02698500000000001,0.0264625,0.00341749999999999,0.005975,0.38,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94683962474932,46.5922640054474]}"
0000000000000000144d,NA,NA,0.02222749999999998,0.00341749999999999,0.005975,NA,0.02426249999999999,0.03460250000000001,0.03064249999999999,0.139,0.02426249999999999,0.03460250000000001,0.03064249999999999,0.02222749999999998,0.00341749999999999,0.005975,0.41,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94572484948596,46.59291057510014]}"
0000000000000000144e,NA,NA,0.17936249999999998,0.12917499999999998,0.06281749999999997,NA,0.02654499999999998,0.04829749999999999,0.04884749999999999,0.138,0.02654499999999998,0.04829749999999999,0.04884749999999999,0.17936249999999998,0.12917499999999998,0.06281749999999997,0.7000000000000001,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94426226434042,46.58984271357538]}"
0000000000000000144f,NA,NA,0.02648999999999998,0.00911,0.005975,NA,0.02429000000000001,0.03462999999999999,0.03067,0.138,0.02429,0.03462999999999999,0.03067,0.02648999999999998,0.00911,0.005975,0.49,0,darkNearShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.9471383845199,46.59081925670608]}"
00000000000000001450,NA,NA,0.00789999999999999,-0.00287999999999999,-0.00246750000000001,NA,0.031055,0.0376,0.01796500000000001,0.184,0.031055,0.03759999999999999,0.01796500000000001,0.00789999999999999,-0.00287999999999999,-0.00246750000000001,19,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.95326765071417,46.73690832541908]}"
00000000000000001451,NA,NA,0.00739124999999998,0.00278499999999999,-0.00254999999999999,NA,0.03475375,0.04165625,0.01356499999999999,0.2,0.03475375,0.04165625,0.01356499999999999,0.00739124999999998,0.00278499999999999,-0.00254999999999999,20.01,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.92442618510047,46.76442989712095]}"
00000000000000001452,NA,NA,0.00769374999999999,0.00288124999999998,0.00163,NA,0.03755875,0.0467025,0.01767624999999999,0.199,0.03755875,0.04670249999999999,0.01767624999999999,0.00769374999999999,0.00288124999999998,0.00163,21.19,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.91549906479148,46.74867143399807]}"
00000000000000001453,NA,NA,0.00811999999999998,9.000000000000674e-5,-0.00243999999999999,NA,0.024565,0.0379025,0.01449999999999998,0.178,0.024565,0.0379025,0.01449999999999998,0.00811999999999998,9.000000000000674e-5,-0.00243999999999999,21.68,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.92236608041378,46.72584975480653]}"
00000000000000001454,NA,NA,0.0080925,9.000000000000674e-5,-0.00243999999999999,NA,0.0360325,0.04722499999999999,0.02940499999999998,0.179,0.03603249999999999,0.04722499999999999,0.02940499999999998,0.0080925,9.000000000000674e-5,-0.00243999999999999,20.11,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.94228042571848,46.7300859008073]}"
00000000000000001455,NA,NA,0.0170025,0.00306,-0.00238499999999999,NA,0.036555,0.04279749999999999,0.01474749999999999,0.173,0.036555,0.04279749999999999,0.01474749999999999,0.0170025,0.00306,-0.00238499999999999,34.38,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.75152008265206,46.711852636599765]}"
00000000000000001456,NA,NA,0.012685,0.00886249999999999,0.00173999999999999,NA,0.03658249999999999,0.03820499999999999,0.0110625,0.172,0.03658249999999999,0.03820499999999999,0.0110625,0.012685,0.00886249999999999,0.00173999999999999,34.04,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.75654103043824,46.71147361301023]}"
00000000000000001457,NA,NA,0.01265749999999998,-0.00276999999999999,0.00581000000000001,NA,0.0319075,0.04744499999999999,0.01471999999999998,0.17400000000000002,0.0319075,0.04744499999999999,0.01471999999999998,0.01265749999999998,-0.00276999999999999,0.00581000000000001,34.7,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.7471858364281,46.71197303232822]}"
00000000000000001458,NA,NA,0.00919249999999999,4.750000000000032e-4,0.00184999999999999,NA,0.0199175,0.02552750000000001,0.00492999999999999,0.14300000000000002,0.0199175,0.02552750000000001,0.00492999999999999,0.00919249999999999,4.750000000000032e-4,0.00184999999999999,9.72,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.25231034241563,46.86872381165998]}"
00000000000000001459,NA,NA,0.00487499999999999,0.00336249999999999,0.00594749999999999,NA,0.02178749999999998,0.02071499999999998,0.00850499999999998,0.14300000000000002,0.02178749999999998,0.02071499999999998,0.00850499999999998,0.00487499999999999,0.00336249999999999,0.00594749999999999,12.81,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.23445610179763,46.90157400912073]}"
0000000000000000145a,NA,NA,6.674999999999875e-4,5.024999999999891e-4,0.00184999999999999,NA,0.02198,0.0209075,0.0049575,0.14,0.02198,0.02090749999999999,0.0049575,6.674999999999875e-4,5.024999999999891e-4,0.00184999999999999,16.23,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.20836590153392,46.93487457578785]}"
0000000000000000145b,NA,NA,0.00547999999999998,0.003555,-0.00211,NA,0.02296999999999999,0.01708499999999999,0.00564499999999998,0.127,0.02296999999999999,0.01708499999999999,0.00564499999999998,0.00547999999999998,0.003555,-0.00211,18.7,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.1438204137853,46.95315689010699]}"
0000000000000000145c,NA,NA,0.0053975,-0.00222,-0.00213750000000001,NA,0.02277750000000001,0.021485,0.00553499999999998,0.129,0.0227775,0.021485,0.00553499999999998,0.00539749999999999,-0.00221999999999999,-0.00213750000000001,22.89,0,offShoreSediment,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.04219750077726,46.971898491834615]}"
0000000000000000145d,NA,NA,0.204635,0.21184000000000003,0.19671500000000003,NA,0.134785,0.1608,0.1570875,0.137,0.134785,0.1608,0.1570875,0.204635,0.21184000000000003,0.19671500000000003,0,0,cloud,3,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.91710633892494,46.59306664363703]}"
0000000000000000145e,NA,NA,0.1793075,0.183295,0.152055,NA,0.121695,0.14292500000000002,0.13552750000000002,0.136,0.121695,0.14292500000000002,0.13552750000000002,0.1793075,0.183295,0.152055,0,0,cloud,3,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.91281222461048,46.592473583196906]}"
0000000000000000145f,NA,NA,0.1539525,0.16332999999999998,0.14394250000000003,NA,0.10428749999999998,0.1250775,0.1103925,0.135,0.10428749999999998,0.1250775,0.1103925,0.1539525,0.16332999999999998,0.14394250000000003,0,0,cloud,3,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.90972206758045,46.59176904523047]}"
00000000000000001460,NA,NA,0.170975,0.180545,0.13181500000000002,NA,0.12384,0.14295249999999998,0.13195250000000003,0.139,0.12384,0.14295249999999998,0.13195250000000003,0.170975,0.180545,0.13181500000000002,0,0,cloud,3,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.92491422486953,46.59524714405215]}"
00000000000000001461,NA,NA,0.1198525,0.1174875,0.09507500000000002,NA,0.09330125,0.10267875,0.08875,0.138,0.09330125,0.10267875,0.08875,0.1198525,0.1174875,0.09507500000000002,0,0,cloud,3,3,1998-08-31,1,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.91281222461048,46.59595614111965]}"
00000000000000001462,NA,NA,0.2059825,0.24614625,0.181645,NA,0.0597925,0.09159625,0.10729875,0.162,0.0597925,0.09159625,0.10729875,0.2059825,0.24614625,0.181645,13.3,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.3837557232691,46.79190241871123]}"
00000000000000001463,NA,NA,0.22295,0.29339125,0.2306225,NA,0.06774000000000002,0.09392,0.1146,0.162,0.06774000000000002,0.09392,0.1146,0.22295,0.29339125,0.2306225,13.12,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.38178034150243,46.79201835533862]}"
00000000000000001464,NA,NA,0.20588625,0.26899875,0.193855,NA,0.07341875,0.1122075,0.12551749999999998,0.161,0.07341875,0.1122075,0.12551749999999998,0.20588625,0.26899875,0.193855,12.94,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.37920298109354,46.791991600732295]}"
00000000000000001465,NA,NA,0.04332,0.01617749999999999,0.02427625,NA,0.03970375,0.06188250000000001,0.05969624999999998,0.159,0.03970374999999999,0.06188250000000001,0.05969624999999998,0.04332,0.01617749999999999,0.02427625,12.56,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.37409731038736,46.79266492499136]}"
00000000000000001466,NA,NA,0.06273500000000001,0.06657125,0.05290375,NA,0.03981375,0.06196499999999999,0.0597375,0.159,0.03981374999999999,0.06196499999999999,0.0597375,0.06273500000000001,0.06657125,0.05290375,12.35,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.37139509514897,46.793400676665186]}"
00000000000000001467,NA,NA,0.01866624999999999,0.00367874999999999,0.00607125,NA,0.03896125,0.06269374999999999,0.05317875,0.121,0.03896125,0.06269374999999999,0.05317875,0.01866624999999999,0.00367874999999999,0.00607125,9.74,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.76386041302116,46.70435242862788]}"
00000000000000001468,NA,NA,0.01465124999999999,0.00376124999999999,-0.00198625,NA,0.0327875,0.06294125,0.04976875,0.114,0.0327875,0.06294125,0.04976875,0.01465124999999999,0.00376124999999999,-0.00198625,10.33,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.75673476953776,46.701819659229514]}"
00000000000000001469,NA,NA,0.010815,0.00387124999999999,0.002125,NA,0.03781999999999999,0.06334000000000001,0.05012624999999998,0.1,0.03781999999999999,0.06334000000000001,0.05012624999999998,0.010815,0.00387124999999999,0.002125,11.02,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.74952440313434,46.69840398782257]}"
0000000000000000146a,NA,NA,0.08010124999999998,0.1086875,0.09275125,NA,0.06083749999999999,0.10105625,0.10179875,0.095,0.06083749999999999,0.10105625,0.10179875,0.08010124999999998,0.1086875,0.09275125,11.63,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.74222931381092,46.69604958246635]}"
0000000000000000146b,NA,NA,0.2147275,0.15743125,0.11743250000000002,NA,0.0622675,0.102665,0.117625,0.137,0.0622675,0.102665,0.117625,0.2147275,0.15743125,0.11743250000000002,8.34,0,shorelineContamination,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.77252890546907,46.720476538037126]}"
0000000000000000146c,NA,NA,0.16392125,0.17354625,0.11667624999999998,NA,0.03669249999999999,0.0569875,0.12769,0.168,0.03669249999999999,0.05698749999999999,0.12769,0.16392125,0.17354625,0.11667624999999998,18.68,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.61109853137799,46.88200747369821]}"
0000000000000000146d,NA,NA,0.04538249999999999,0.00603,0.00994874999999999,NA,0.08675624999999998,0.098595,0.06511375,0.167,0.08675624999999998,0.098595,0.06511375,0.04538249999999999,0.00603,0.00994874999999999,18.72,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.61367143268583,46.88106660337594]}"
0000000000000000146e,NA,NA,0.0437325,0.02490874999999999,0.02219999999999998,NA,0.03373624999999999,0.04868249999999999,0.03467125,0.131,0.03373624999999999,0.04868249999999999,0.03467125,0.04373249999999999,0.02490874999999999,0.02219999999999998,1.49,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.86971947202997,46.62788776376337]}"
0000000000000000146f,NA,NA,0.04799500000000001,0.06475625000000002,0.04242625,NA,0.03717375,0.05326124999999998,0.0365275,0.131,0.03717375,0.05326124999999998,0.0365275,0.04799500000000001,0.06475625000000002,0.04242625,1.78,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.86628596421882,46.626590165356816]}"
00000000000000001470,NA,NA,0.031055,0.03772375,0.02622874999999999,NA,0.02501874999999999,0.0397175,0.023905,0.132,0.02501874999999999,0.0397175,0.02390499999999999,0.031055,0.03772375,0.02622874999999999,2.07,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.86285245640767,46.625234598636574]}"
00000000000000001471,NA,NA,0.03953875,0.05052499999999999,0.03434124999999999,NA,0.02504625000000001,0.03516625,0.02389125,0.132,0.02504625,0.03516624999999999,0.02389125,0.03953875,0.05052499999999999,0.03434124999999999,2.43,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.85899087489538,46.62387903191633]}"
00000000000000001472,NA,NA,0.0310275,0.02917125,0.0221725,NA,0.02504624999999999,0.03516625,0.01841875,0.132,0.02504624999999999,0.03516624999999999,0.01841874999999999,0.0310275,0.02917124999999999,0.02217249999999999,2.8000000000000003,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.85426868687979,46.622050800484416]}"
00000000000000001473,NA,NA,0.0394975,0.02633874999999999,0.01612249999999999,NA,0.02952874999999999,0.0397175,0.03111,0.131,0.02952874999999999,0.0397175,0.03111,0.0394975,0.02633874999999999,0.01612249999999999,3.1,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.8509243610897,46.62081562949261]}"
00000000000000001474,NA,NA,0.03106874999999999,0.0206325,0.0181575,NA,0.022915,0.03977249999999999,0.02754875,0.13,0.022915,0.03977249999999999,0.02754874999999999,0.03106874999999999,0.02063249999999999,0.0181575,3.48,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.84680415171631,46.61928169873023]}"
00000000000000001475,NA,NA,0.03531749999999999,0.03201749999999999,0.0221725,NA,0.03406624999999999,0.03978625,0.02936374999999999,0.129,0.03406624999999999,0.03978624999999999,0.02936374999999999,0.03531749999999999,0.03201749999999999,0.02217249999999999,3.72,0,other,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.84397262254738,46.61810449605212]}"
00000000000000001476,NA,NA,0.00697874999999999,-2.6750000000000385e-4,-0.01089625000000001,NA,0.01518749999999999,0.01253374999999999,0.00160249999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,openWater,NA,NA,1998-08-31,NA,LS5,NA,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.99864346303404,46.79087682546894]}"
00000000000000001477,NA,NA,0.0083675,0.00597499999999999,0.00173999999999999,NA,0.0156275,0.01011374999999999,0.00359624999999999,0.173,0.01331749999999999,0.01011374999999999,0.00361,0.0083675,0.0030875,0.00583749999999999,30.1,0,openWater,1,1,1998-08-31,0,LS5,1,1998-08-31T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.79093407686346,46.75866427945884]}"
